osm_id,amenity,name,social_facility,evacuation_center,area,longitude,latitude,pop_coverage,geometry
5168988,school,Marikina High School,shelter,yes,10113.0643597103,121.10341292358,14.6471013371964,11444.65,"POLYGON ((121.0995661965234 14.64877363331935, 121.0997453916695 14.64915749146789, 121.1001101846916 14.64977094580147, 121.1005909314582 14.65030329292959, 121.1011691451133 14.65073406073582, 121.1018225901645 14.65104668330689, 121.1025261375811 14.65122913807927, 121.1032527312415 14.65127440826204, 121.1039744285469 14.65118075273936, 121.1046634751599 14.65095177306246, 121.1055780875175 14.65054646841692, 121.106212275015 14.65018795688687, 121.1067617116734 14.64971507799856, 121.1072049618122 14.64914628095829, 121.1075247329856 14.64850375710233, 121.1077085505855 14.64781257403406, 121.1077492444056 14.64709969755785, 121.107645228201 14.64639293958182, 121.1074005613626 14.64571987304663, 121.1070544515703 14.64500237693785, 121.1066828333475 14.64439473348391, 121.1061968113321 14.64386916610592, 121.1056149892226 14.6434457912472, 121.1049596371162 14.64314081370338, 121.1042558391143 14.6429659064541, 121.1035305332896 14.64292776394918, 121.1028114807488 14.64302784593421, 121.1021262032241 14.6432623216109, 121.1011924156889 14.64368581673237, 121.100557284948 14.64405275622236, 121.100009316367 14.6445348328164, 121.0995701927577 14.64511297138814, 121.0992572904969 14.64576429567765, 121.0990829919046 14.64646303339649, 121.099054195154 14.64718153593948, 121.0991720411274 14.64789137236832, 121.0994318680524 14.64856445438961, 121.0995661965234 14.64877363331935))"
5168990,school,Marikina Elementary School,shelter,yes,8454.48840428702,121.097557771353,14.631434756205,9276.84,"POLYGON ((121.0965461599556 14.63555595699097, 121.0971335687881 14.63565185962492, 121.0978757348151 14.63569947161349, 121.0986127540903 14.63560208379923, 121.0993150435055 14.63536360504387, 121.0999544140992 14.63499360743893, 121.1005052026705 14.63450694206499, 121.1009453019552 14.63392314283223, 121.1012570479929 14.63326564234332, 121.1014279290622 14.63256083126866, 121.1015019789475 14.63201562192926, 121.1015779700426 14.63145381964023, 121.1015983217099 14.63069836795294, 121.1014569100938 14.6299553057144, 121.1012573310422 14.62948611873547, 121.1012494246216 14.62944941166952, 121.1009802554384 14.62882129263674, 121.1005949364636 14.62825343522124, 121.1001071284986 14.62776597043807, 121.0995341253225 14.62737617915196, 121.0988962405733 14.6270978795219, 121.0987569423044 14.62705188045315, 121.0980186043011 14.62688750190774, 121.0972613705249 14.62687244856941, 121.0965167579905 14.62700734679425, 121.0958157584008 14.62728658177102, 121.0951875484163 14.62769853121287, 121.0946582754281 14.62822604905239, 121.0942499693411 14.62884717901701, 121.0939796256442 14.62953606839997, 121.0937122034707 14.63050395758246, 121.0936385997253 14.63077135598203, 121.0935994233794 14.63092748300551, 121.0935350191975 14.63121138148498, 121.0934480357995 14.63193811239483, 121.0935131317835 14.63266701118865, 121.0937276417198 14.63336821558951, 121.0940827786722 14.63401299764237, 121.094563993973 14.63457494071141, 121.0951515731102 14.63503102182573, 121.0958214433413 14.63536255501809, 121.0965461599556 14.63555595699097))"
5235831,school,Parang Elementary School,shelter,yes,18347.0661979981,121.111719267895,14.6573812462252,13175.09,"POLYGON ((121.1094845731324 14.66087627140489, 121.1110807920689 14.66145358265822, 121.1117822496681 14.66163367775772, 121.112506289964 14.6616775477582, 121.1132252729045 14.66158351777493, 121.1139117514654 14.66135517722325, 121.1145395195851 14.66100124279775, 121.1150846127037 14.66053522569024, 121.1155262226819 14.65997491575577, 121.1158474921596 14.65934170232867, 121.116146282859 14.65857109669866, 121.1163345597888 14.65789140677427, 121.1163839468337 14.65718907860392, 121.1162925721675 14.65649074986608, 121.1160639027128 14.65582290630228, 121.1157066124515 14.65521087718455, 121.1152342532692 14.65467787468185, 121.1146647408453 14.65424411355418, 121.1140196751065 14.65392604455131, 121.1124156935782 14.65331805616679, 121.1117004444072 14.65312447664559, 121.110959936617 14.65307329968666, 121.1102237732654 14.65316657100596, 121.1095213836897 14.65340056175805, 121.1088808471888 14.6537659176085, 121.1083277706503 14.65424803266196, 121.1078842649581 14.65482763330383, 121.1075680610833 14.65548154862724, 121.1072770510445 14.6562828429896, 121.1071039081666 14.65696377182652, 121.1070691150494 14.65766443641711, 121.1071739832923 14.65835844996859, 121.1074145648643 14.65901967591879, 121.1077818005921 14.65962321224293, 121.1082618611605 14.66014632930387, 121.1088366678093 14.66056932592064, 121.1094845731324 14.66087627140489))"
5644348,school,Hermogenes Bautista Elementary School,shelter,yes,5547.08489066513,121.10425699232,14.657897776668,12247.09,"POLYGON ((121.1003779020025 14.65894919104233, 121.1006798913703 14.65967589429738, 121.1010097220463 14.66029169830912, 121.10145443386 14.66083472750792, 121.1019976112984 14.66128493612625, 121.1026192036338 14.66162570467996, 121.1032962650776 14.66184445354628, 121.1040038018703 14.661933107412, 121.1047156950297 14.66188839343425, 121.1051645024022 14.66181759315555, 121.105912925548 14.66161964355227, 121.1066027820737 14.66127465120925, 121.1072039731113 14.6607976683199, 121.1076902687686 14.66020950589819, 121.1080404526035 14.65953582568948, 121.10823924725 14.65880602043519, 121.1082779808147 14.65805193136824, 121.1082712275137 14.65793177649868, 121.1082797893739 14.6576501817428, 121.1082363933238 14.65698202031324, 121.1080671755383 14.65633311042697, 121.107777941886 14.65572571195555, 121.107378614998 14.6551806605871, 121.1068828937704 14.65471665312978, 121.1063077833725 14.65434960620626, 121.1056730118935 14.6540921103296, 121.1050003536407 14.65395299807755, 121.104312882296 14.65393704116831, 121.1035641947048 14.65398734182154, 121.1028741518436 14.65409797434384, 121.1022176573861 14.65433261881642, 121.1016180013844 14.65468295080096, 121.101096457696 14.65513654168304, 121.1006715293287 14.65567729955188, 121.1003582920325 14.65628604003016, 121.1001678594189 14.6569411668126, 121.1001069885889 14.65761943778139, 121.1001778402713 14.65829678952866, 121.1003779020025 14.65894919104233))"
5708235,school,Parang High School,shelter,yes,11511.0590266007,121.112356726675,14.663492886623,12925.11,"POLYGON ((121.1105626162303 14.66730013294359, 121.1113124254063 14.66755703806657, 121.1120151279847 14.66772503787184, 121.1127379578988 14.66775716918059, 121.1134534639956 14.66765221157367, 121.1141344732384 14.66741415090688, 121.1147551228161 14.66705202794056, 121.1152918424668 14.66657959496947, 121.1157242496865 14.66601479349893, 121.1160359238102 14.66537907281402, 121.1164246108964 14.66433506536292, 121.1166060676361 14.66363745081654, 121.1166419773293 14.66291866679977, 121.1165309181355 14.66220720162193, 121.1162772931468 14.66153125324579, 121.1158911556568 14.66091761170418, 121.115387810524 14.66039059735991, 121.1147872074578 14.65997109708233, 121.1141131502951 14.65967573652731, 121.1133235602002 14.65941824176566, 121.1126099710742 14.65925960430854, 121.111878282191 14.65924033340847, 121.1111569274732 14.65936117778208, 121.1104739392433 14.6596174411753, 121.1098558590245 14.65999916486171, 121.1093267062441 14.66049151461483, 121.1089070448916 14.66107535712298, 121.1086131843851 14.66172800345847, 121.1082642707371 14.6627725964601, 121.1081094414223 14.66345393197551, 121.1080919702117 14.6641515340558, 121.1082125094817 14.66483940564772, 121.1084665684201 14.66549191207619, 121.1088446801954 14.66608473636943, 121.1093327545943 14.66659578551267, 121.1099126030096 14.66700601385066, 121.1105626162303 14.66730013294359))"
6494760,school,Calumpang Elementary School,shelter,yes,8835.99676132913,121.090064733618,14.6223534126953,7487.83,"POLYGON ((121.0885792341024 14.62605673071677, 121.0887533929649 14.62614830789593, 121.0894596030855 14.6263579679416, 121.0901944588568 14.62642740137058, 121.0905876653005 14.62642630213207, 121.091299403766 14.62635721703007, 121.0919843240132 14.62615650809349, 121.092616999035 14.62583162631906, 121.0931739415918 14.62539463250049, 121.0936344762388 14.62486174944183, 121.0939815069097 14.62425275964552, 121.0942021515543 14.62359027084651, 121.0942882202695 14.62289887667146, 121.0943070076156 14.6221411748381, 121.0942529675785 14.62143332954106, 121.0940579136316 14.62074941359051, 121.0937293679995 14.62011579752496, 121.09327999983 14.61955691216733, 121.0927271365475 14.61909430667535, 121.0920920956604 14.61874581772979, 121.0913993627967 14.61852488188146, 121.090675647662 14.61844001755634, 121.0895206664565 14.61841582023304, 121.0887944791877 14.61847019137408, 121.0880931704118 14.61866157886761, 121.0874437348516 14.61898261569794, 121.0868711707468 14.61942094439673, 121.0863975177221 14.61995969266269, 121.0860410084742 14.62057812274904, 121.0858153669217 14.62125242963464, 121.0857292798352 14.62195665727003, 121.0857185712123 14.62247235605205, 121.0857758783979 14.62318225837892, 121.0859750008909 14.62386744637286, 121.0863082123213 14.6245013287805, 121.086762582225 14.62505930520387, 121.0873204777103 14.62551972086927, 121.0879602476882 14.62586470710665, 121.0885792341024 14.62605673071677))"
25055845,school,San Roque Elementary School,shelter,yes,6949.53535155645,121.096928167039,14.6231841573948,9576.78,"POLYGON ((121.0949397370811 14.6266680005846, 121.0956513446022 14.62696900607144, 121.096347887685 14.62718709310201, 121.0970748323758 14.62726792328005, 121.097803939956 14.62720835653118, 121.098506887609 14.62701070661094, 121.0991563688038 14.62668265123745, 121.0997271541814 14.6262369338261, 121.1001970717061 14.62569086841668, 121.1005478679874 14.62506566703419, 121.1008714597694 14.62432316123373, 121.1010889652082 14.62364565634248, 121.1011663004237 14.62293982610294, 121.1011004844894 14.62223288918798, 121.100894056778 14.6215521066939, 121.1005549788291 14.62092373088542, 121.1000963271464 14.62037199288326, 121.0995357888004 14.61991816832591, 121.0988949793082 14.6195797570255, 121.0987403809838 14.61951635819636, 121.0980470149269 14.61930700899035, 121.097667098117 14.61926809140158, 121.0974346059699 14.61919792842884, 121.0967128347269 14.6191240536734, 121.0959900956499 14.61918833045197, 121.0952940108743 14.61938830202809, 121.0946511839257 14.61971632559068, 121.0940861831025 14.62015986433449, 121.0936206025979 14.62070196655792, 121.0932722372259 14.62132191347687, 121.0930036304561 14.62193580866888, 121.0927860595619 14.62260867462238, 121.0927068444905 14.62330987390582, 121.0927690034306 14.62401270147308, 121.0929701703848 14.62469039001859, 121.0933026850766 14.62531712940909, 121.0937538845104 14.62586904969924, 121.0943065851084 14.62632513028864, 121.0949397370811 14.6266680005846))"
41741656,school,Fortune High School,shelter,yes,4389.18728122571,121.12704874056,14.6597403921921,11079.37,"POLYGON ((121.1244698436313 14.66272450701247, 121.1249277456675 14.66303881152067, 121.1255692934079 14.6633920322694, 121.1262698685088 14.66361492822313, 121.127001865883 14.6636987163064, 121.1277364420491 14.6636400947843, 121.128444651829 14.66344137340698, 121.1290985890665 14.66311038240939, 121.1292574906645 14.66300928119264, 121.1294048926091 14.66291048070106, 121.1297494955915 14.662667377784, 121.1303109127459 14.66217965761289, 121.1307598000082 14.66159176126178, 121.1310777235176 14.66092783216548, 121.1312516281686 14.6602151360644, 121.1312743736013 14.65948294119537, 121.1311450272255 14.65876131627713, 121.1308689022786 14.65807989566516, 121.1304573393919 14.65746666239208, 121.1299272406764 14.65694679906774, 121.1293003754921 14.65654165381851, 121.1286006815386 14.65618305980321, 121.1279690628466 14.65592858226577, 121.127300231282 14.65579114493525, 121.1266168555895 14.65577540584382, 121.1259420973369 14.65588189830205, 121.1252988260143 14.65610701284381, 121.1247088440336 14.65644311956164, 121.1241921478746 14.65687882668652, 121.1237662504035 14.65739936665216, 121.1235045481559 14.65778786284745, 121.1231728481002 14.6584015665089, 121.1229676276436 14.65906564299258, 121.122896440894 14.65975565143841, 121.1229619090913 14.66044619636892, 121.1231616239566 14.66111186232996, 121.1234882361417 14.66172814930057, 121.1239297255545 14.66227237444482, 121.1244698436313 14.66272450701247))"
46331655,school,Barangka Elementary School,shelter,yes,8128.2181274473,121.081923129804,14.6334774043779,10629.44,"POLYGON ((121.078121932378 14.63181436379642, 121.0779482670899 14.63211821682911, 121.077725757508 14.63278846584963, 121.0776722539876 14.63302696457643, 121.0775872725469 14.63373709922073, 121.0776475002255 14.63444962909853, 121.0778505823282 14.63513668027633, 121.0781885756009 14.63577137527336, 121.0786482587717 14.63632888453432, 121.0792116496187 14.6367873978244, 121.0798567083564 14.6371289775349, 121.0805581998389 14.63734026050393, 121.0812886808468 14.63741298088051, 121.0815062844106 14.63741358132337, 121.0815405518544 14.63741352187863, 121.0822305631805 14.63740922318266, 121.0827957585619 14.63736352177497, 121.0833472090683 14.63723453142521, 121.0834592107737 14.63719933107593, 121.083560737434 14.6371658394483, 121.0836637389652 14.63713023907701, 121.0842795356125 14.63685338415462, 121.084833320226 14.63647206487207, 121.0853066074597 14.63599900978778, 121.0856835992866 14.6354500095995, 121.0859517123381 14.63484338999465, 121.0861019978866 14.63419939988379, 121.0861294404598 14.63353953544699, 121.0861176798001 14.63331523123637, 121.0861091752065 14.63301196656207, 121.0860168475215 14.63230359114013, 121.085783306922 14.63162670865526, 121.0854176680464 14.63100773276483, 121.08493420003 14.63047081722113, 121.0843517695518 14.63003691339693, 121.0836931045473 14.62972295279981, 121.0829839073289 14.62954118646075, 121.0822518517165 14.62949870695971, 121.081454664876 14.62952930805064, 121.0808518168581 14.62960085247785, 121.0802690148362 14.62976714073776, 121.0797218548165 14.63002372281074, 121.0796868552132 14.63004372257257, 121.0791620316713 14.63040662470157, 121.078709477875 14.63085234222373, 121.0786799778287 14.63088694185116, 121.0782930260058 14.63143706015827, 121.078121932378 14.63181436379642))"
46507461,school,Tañong High School,shelter,yes,3533.13911920251,121.085347639998,14.6341928707018,7163.72,"POLYGON ((121.0817120250808 14.63591492253537, 121.0817270894769 14.63593833253064, 121.0817568172832 14.63598588412723, 121.0822148000584 14.63657365040848, 121.082785814295 14.63705863476058, 121.0828090739404 14.63707138731442, 121.0831262207349 14.63734258752504, 121.0837620342566 14.63769925939972, 121.0840364370618 14.63781976156396, 121.0846549245466 14.6380296532507, 121.0853016715649 14.63813045073602, 121.0859565470242 14.63811901640707, 121.0865991667398 14.63799570605797, 121.0867602692444 14.63795010563433, 121.0874269098633 14.6376910554394, 121.0880298906037 14.63731194265555, 121.0885466717669 14.63682693876675, 121.0889579362087 14.63625417350923, 121.0892483114321 14.63561505710301, 121.089282895411 14.63546646495322, 121.0894139486472 14.63509551148431, 121.0895129587426 14.63441293248942, 121.0894770828941 14.63372446508358, 121.0893076271381 14.63305514848693, 121.0890107556489 14.63242932518381, 121.0885972663823 14.63186975562239, 121.0880821982274 14.63139679048264, 121.0874842839736 14.63102763060918, 121.0868445897325 14.63071153598646, 121.0865842526168 14.63059496856545, 121.086350755182 14.63050087031981, 121.0856714553973 14.63029872367307, 121.0849650497356 14.63022624806574, 121.0842573980087 14.63028609650394, 121.0835744055777 14.63047607793236, 121.0829410751593 14.63078923745406, 121.0823805916611 14.63121411091706, 121.0819134735246 14.63173514455153, 121.0815568216264 14.63233326430312, 121.081483820027 14.6324881630364, 121.0812451870905 14.63316381613749, 121.0811477057867 14.63387197189023, 121.081195186027 14.63458496278967, 121.0813857741403 14.63527493216513, 121.0817120250808 14.63591492253537))"
48209843,school,Nangka Elementary School,shelter,yes,5571.4426407713,121.108410430214,14.6730168056837,9267.61,"POLYGON ((121.1042897791631 14.67310332491417, 121.1043387699739 14.67364232460611, 121.1044695181706 14.67432467729888, 121.1047318335497 14.67497012095592, 121.1051160445313 14.67555485518336, 121.1056079843969 14.67605731800313, 121.1061895135745 14.67645898100079, 121.1068391884852 14.67674503263015, 121.1075330522932 14.67690492446572, 121.1082455183965 14.67693276024692, 121.1089430299637 14.67689466099492, 121.1096186930113 14.67679648245362, 121.1102644444301 14.67657946834311, 121.1108584263661 14.67625096421193, 121.1113805334934 14.67582208940181, 121.1118130936169 14.67530736063625, 121.1121414658698 14.67472420060182, 121.1123545362546 14.67409234816458, 121.1124884279033 14.6735230450552, 121.1125794667426 14.67285191081008, 121.1125403647884 14.67217602125599, 121.1123724946496 14.67151908184566, 121.1120817451241 14.6709041331792, 121.1116783145072 14.67035274292404, 121.1111763527855 14.66988424942226, 121.1105934652845 14.6695150835076, 121.109950095186 14.66925819230859, 121.1092688065758 14.6691225852355, 121.1085734931596 14.66911301806377, 121.1076931077695 14.66918141867462, 121.10697283238 14.66930781954169, 121.1062920158132 14.6695693005065, 121.1056771077547 14.66995570294655, 121.1051519976398 14.67045201504413, 121.1047370866221 14.67103895493753, 121.1044484949883 14.6716937197516, 121.1042974358085 14.67239087142212, 121.1042897791631 14.67310332491417))"
48210073,school,Malanday National High School,shelter,yes,6398.75868259966,121.090469656602,14.6468980792746,17706.92,"POLYGON ((121.090290432295 14.65103385369292, 121.0908770419978 14.65100745442642, 121.0915878194539 14.65090777970779, 121.092265591832 14.65067674932365, 121.0928850025041 14.6503230064018, 121.0934228784993 14.64985978495543, 121.0938590975209 14.64930441472866, 121.0941773407705 14.64867767280095, 121.0943657034074 14.64800300622006, 121.0944171398114 14.64730565475916, 121.0943864196914 14.64611765282802, 121.0943039475986 14.645445649671, 121.0940942600856 14.64480039276197, 121.0937647088033 14.64420450139258, 121.0933268469525 14.64367886415959, 121.0927960241797 14.64324190676908, 121.0921908484405 14.6429089461954, 121.0915325337046 14.64269165382468, 121.090844156367 14.64259764639135, 121.0906348597499 14.6425883469543, 121.0899468484164 14.64262004827617, 121.089276691548 14.64277494210756, 121.0886474542406 14.64304769726739, 121.0880807933917 14.64342892608786, 121.0875962124092 14.64390550748647, 121.0872103899953 14.64446103851829, 121.086936606099 14.6450763988753, 121.0867161975617 14.6457329944542, 121.086616702491 14.646090463811, 121.0864904940946 14.64665756080046, 121.0864064783939 14.64738685246538, 121.0864754848289 14.64811763519767, 121.086694670602 14.64881978765112, 121.0870550026671 14.64946436826596, 121.0875416298325 14.65002480822218, 121.0881344947394 14.6504780066351, 121.0888091605139 14.65080528283788, 121.0895378180353 14.65099314648186, 121.090290432295 14.65103385369292))"
50982403,school,Malanday Elementary School,shelter,yes,7846.14554917185,121.094434074182,14.6503493287343,21574.85,"POLYGON ((121.0905803610696 14.65210499318669, 121.090806556195 14.65250289580084, 121.0912533487931 14.6531244454597, 121.0918235527828 14.65364151539297, 121.092492051825 14.65403132882654, 121.0932293991778 14.65427671441031, 121.0940031148759 14.65436686272252, 121.0947791166189 14.65429780251667, 121.0952228238289 14.6542119019851, 121.0958968317955 14.65401523164585, 121.0964105390992 14.65381192939558, 121.0970375469598 14.65349295330678, 121.0975910269127 14.65306398094328, 121.0980508838617 14.65254058714057, 121.0984004222613 14.6519417748677, 121.0986269522593 14.65128928521671, 121.0987222503429 14.65060680798517, 121.098682857773 14.64991912152427, 121.0985102059903 14.64925119309143, 121.0983098976288 14.64870329513734, 121.0980141942672 14.64808589026473, 121.0976047648172 14.64753346458295, 121.0970961514936 14.64706563807962, 121.096506418782 14.64669902595347, 121.0958565118317 14.64644664857472, 121.0951695125997 14.64631746912295, 121.0944698201579 14.64631607531262, 121.0937822842615 14.64644251650033, 121.0930027964011 14.64666161446648, 121.0923170240638 14.64692882942241, 121.0916991556977 14.64732293063535, 121.0911736473014 14.64782831917772, 121.091124981067 14.64789874002564, 121.09097639137 14.64804074823473, 121.0905610442723 14.64863867218494, 121.0902760020928 14.64930502209565, 121.0901326323277 14.65001322656392, 121.0901366533818 14.65073504496675, 121.0902879063383 14.65144169354511, 121.0905803610696 14.65210499318669))"
